	Log2FoldChange	Up/Down	Position	Significant
20610	0.7445742629621585	up	chr10:80392836-80394949:+	yes
20639	0.7054610781877789	up	chr3:130813389-130927274:+	yes
20672	-5.3834226037894535	down	chr1:166045395-166080157:+	yes
20709	-0.8694557519636218	down	chr19:55327859-55371117:+	yes
20710	2.589852060209586	up	chr11:46210061-46221484:+	yes
20711	-1.1213910863607481	down	chr19:38129515-38148915:+	yes
20738	-1.0717665721444682	down	chr4:88746568-88774130:-	yes
20741	0.5948922111813982	up	chr4:122624093-122638431:-	yes
20742	0.9128837330307762	up	chr4:122672895-122679728:+	yes
20750	1.1707413981833263	up	chr17:28468616-28487750:-	yes
20766	-1.1956552593666618	down	chr8:86479406-86494096:+	yes
20787	-1.9381707141796989	down	chr4:109076399-109078760:-	yes
20790	4.122853841496567	up	chr7:149627713-149630315:+	yes
20795	3.2736150911419237	up	chr7:149620755-149626301:+	yes
20855	-1.375886135991654	down	chr15:102126724-102154787:+	yes
20865	1.2955330844009314	up	chr1:75542841-75558747:+	yes
20896	-1.3151254069944898	down	chr12:17178908-17183694:-	yes
20912	-0.7328511182226021	down	chr12:66176593-66233045:+	yes
20918	4.871502070041983	up	chr3:101890338-101950437:+	yes
20923	3.3707198727603056	up	chr18:61889915-61946356:-	yes
20924	-1.099771752664746	down	chr16:48994298-49019822:+	yes
20927	1.034309922013395	up	chr3:99044304-99158182:+	yes
20929	0.8896136541676469	up	chr5:151840203-152036411:-	yes
20961	2.418069087918194	up	chr4:53043659-53172767:-	yes
20962	-1.0479844722366491	down	chr11:75111668-75161826:-	yes
20977	0.8806368347989442	up	chr1:94803566-94805197:+	yes
20990	2.4594701781992674	up	chr6:135056009-135068301:-	yes
20995	-0.7065318213896197	down	chr6:135312949-135333191:+	yes
20998	3.7736445244984775	up	chr1:20047860-20608145:-	yes
21001	1.1726478856978364	up	chr14:21478168-21487576:-	yes
21002	-0.864087641688041	down	chr1:186551019-186556498:-	yes
21006	1.2441408588019425	up	chr10:128350649-128359944:-	yes
21009	0.6079328340282835	up	chr10:128228009-128237880:+	yes
21030	-0.6287568181932366	down	chr12:4133103-4213525:+	yes
21035	-1.0622495352722623	down	chr6:135015669-135034727:+	yes
21036	5.4988544189310335	up	chr15:41696839-41701266:-	yes
21042	-0.8616899155264378	down	chr18:70138785-70301259:-	yes
21043	-1.3538547727577628	down	chr18:70400083-70404052:-	yes
21120	0.8563959733271632	up	chr14:75154480-75347684:-	yes
21134	-0.6522183074597807	down	chr4:62069831-62088024:+	yes
21168	-0.7072810467949672	down	chr17:84583271-84587287:-	yes
21172	0.78807126551717	up	chr4:116924556-116941187:+	yes
21177	-2.3905803079420895	down	chr10:36226620-36554203:+	yes
21185	1.7206296222117927	up	chr19:41346863-41459586:-	yes
21200	-1.201670919604828	down	chr3:8509527-8561604:+	yes
21237	-0.6915421484401161	down	chr11:101186377-101191016:+	yes
21275	0.6793338256532702	up	chr10:83062778-83111483:-	yes
21310	0.7784513790557811	up	chr19:4164324-4175479:-	yes
21342	1.4665659165289897	up	chr11:97862822-97884348:-	yes
21343	0.8308923759365601	up	chr11:97943868-98011717:-	yes
21347	-2.025484872896719	down	chr11:69867587-69871396:+	yes
21362	-1.0903600120608794	down	chr6:124779565-124783719:+	yes
21428	0.8352648359099155	up	chr12:32611119-32635400:-	yes
21430	2.065534693697223	up	chr7:104698844-104728007:-	yes
21450	0.6497899854535785	up	chr7:56501559-56865457:+	yes
21455	1.41477717484559	up	chr5:35399462-35430488:+	yes
21457	1.009459510807845	up	chr12:74387766-74455036:+	yes
21481	0.8436073105202251	up	chr11:105153957-105212453:+	yes
21495	4.997332341185849	up	chr8:13235655-13254162:-	yes
21510	-1.2085023651696676	down	chr3:87885973-87924970:+	yes
21516	-0.8486935995322309	down	chr3:88198061-88214238:-	yes
21553	1.2800827072608982	up	chr5:140278439-140295871:-	yes
21557	0.9465546687613502	up	chr11:58672935-58675458:+	yes
21560	-0.6827905687032365	down	chr7:53080597-53086314:-	yes
21573	0.6724846860162654	up	chr3:88336317-88345318:+	yes
21634	0.6116012225613165	up	chr17:46683788-46693111:-	yes
21652	-0.6419723767760859	down	chr6:50139368-50213861:-	yes
21712	1.1287522814725484	up	chr8:42076268-42219080:-	yes
21721	3.558397817665464	up	chr10:59862474-59866304:+	yes
21752	-1.2816330953304842	down	chr4:132324247-132334667:+	yes
21753	-0.7416451411850578	down	chr4:132288881-132313167:-	yes
21754	1.6168185973028757	up	chr5:44370104-44373001:-	yes
21769	-0.8222578388618924	down	chr12:80398338-80904257:+	yes
21784	0.7145394320551351	up	chr5:138229026-138263849:+	yes
21796	-0.631157771762773	down	chr4:136833404-136855641:+	yes
21798	-0.7892876576655581	down	chr7:31337197-31340462:+	yes
21799	4.929692402196432	up	chr18:9278605-9282807:-	yes
21826	-0.9070237328243186	down	chr10:75813999-75905657:-	yes
21838	0.6762880550848411	up	chrX:143904918-143988624:-	yes
21848	1.3549148628523828	up	chr3:142283566-142300972:+	yes
21849	0.5887553934843485	up	chr3:141903568-142058630:-	yes
21854	-0.7422096834031257	down	chr4:33070012-33109155:+	yes
21860	3.3282901023712315	up	chr10:62578543-62666700:-	yes
21861	4.431064563658619	up	chr10:87981024-88067897:-	yes
21867	-0.5996374268137694	down	chr19:29175865-29218333:+	yes
21879	-0.8085044849546031	down	chr11:86014872-86117945:+	yes
21881	0.6586856759277443	up	chr2:103935958-103955511:+	yes
21892	0.9891755784325016	up	chr15:81958352-81972630:+	yes
21903	1.0800262182043008	up	chr16:23965138-23988938:-	yes
21907	0.7761518600136951	up	chr9:58336770-58337735:+	yes
21922	2.4053416051311878	up	chr11:114652531-114657259:-	yes
21965	-0.6830865958687622	down	chr10:67442318-67522488:+	yes
22054	0.8414834736228028	up	chr6:72047607-72104564:+	yes
22092	0.7876759066041749	up	chr7:138554115-138589725:+	yes
22098	-1.1478856381394635	down	chr7:129302951-129313389:+	yes
22106	-0.6516250024372531	down	chr11:84693650-84724728:+	yes
22108	-0.8673713571157373	down	chr10:76494986-76523747:+	yes
22112	0.6253194731120544	up	chr18:67365074-67367461:+	yes
22117	1.1993949969087525	up	chr19:40369539-40588269:-	yes
22120	2.2998925420351	up	chr2:173032113-173044424:-	yes
22139	-0.8164023924315509	down	chr11:81849073-81850955:+	yes
22156	1.6677906618206948	up	chr11:60836066-60884633:+	yes
22157	-1.4295309092137811	down	chr19:25074019-25276922:+	yes
22165	0.9107012865212396	up	chr12:85455278-85488448:+	yes
22199	1.9272022277552856	up	chr19:12540831-12576486:-	yes
22204	-0.9492682133755124	down	chr11:16851378-16854775:+	yes
22241	0.6235638524413896	up	chr7:54245766-54263781:-	yes
22254	3.0802176169233384	up	chr7:114738565-114892096:+	yes
22281	-0.6622430297404195	down	chr1:89373409-89470445:-	yes
22286	1.2750553946396193	up	chr1:89087227-89096644:+	yes
22287	2.979693662446312	up	chr1:89102386-89108410:+	yes
22327	0.972140365642536	up	chr1:138027966-138074575:+	yes
22340	-0.92544251815431	down	chr2:29933204-29946542:+	yes
22341	-0.8023957470727221	down	chr2:22751042-22795786:+	yes
22374	-0.6007221677637801	down	chr11:70833113-70840873:+	yes
22404	-0.7175136683212012	down	chr1:122087334-122169282:-	yes
22417	inf	up	chrX:109124616-109240935:+	yes
22454	-0.8163757326241283	down	chr7:4759616-4763942:-	yes
22462	1.9562999373652956	up	chr6:71163934-71272227:-	yes
22465	0.6098027585372333	up	chr8:34496797-34527940:+	yes
22466	3.023289107005449	up	chr12:101202709-101300892:+	yes
22514	-0.7754174523722549	down	chr5:100469013-100497781:+	yes
22524	-1.1105654010895465	down	chr2:118639739-118679693:+	yes
22525	-0.8052189695989578	down	chr2:131012685-131024233:+	yes
22526	0.5947668341852371	up	chr2:131317232-131351658:+	yes
22530	1.1792686492148896	up	chr2:131815151-131855994:-	yes
22553	-1.4659026180689552	down	chr3:153574574-153574654:-	yes
22584	2.7653199898062764	up	chr4:141302587-141315178:+	yes
22605	1.7468339872955336	up	chr1:40486415-40522260:+	yes
22629	1.0390359839529342	up	chr5:81449163-82254158:+	yes
22634	1.8034284602825208	up	chr17:48558556-48572053:-	yes
22637	0.6711110586419872	up	chr4:129725084-129776527:+	yes
22654	-1.4398225941217355	down	chr13:101266462-101322673:-	yes
22668	0.638461959374287	up	chr3:87752588-87757298:+	yes
22724	-0.7115561138455156	down	chr9:99476218-99484882:+	yes
22728	-0.7546351343641331	down	chr17:62953533-63230666:-	yes
22730	-0.5943124530496049	down	chr5:115119412-115140993:-	yes
22811	-1.29923732605967	down	chr17:27054036-27069524:+	yes
22837	-1.2126539689517881	down	chr16:73892551-74412070:-	yes
22870	1.7530279098906365	up	chr2:181122467-181194131:-	yes
22884	-1.236571832629894	down	chrX:82947276-83022158:-	yes
22893	-1.026857309153884	down	chr1:165876124-165924927:-	yes
22917	-0.7577049449103239	down	chr14:47987426-48005835:+	yes
22921	-1.0280345295580418	down	chr6:82675019-82724448:-	yes
22925	-0.8558694616590453	down	chr6:82861879-82889763:-	yes
22946	-0.7084357397246658	down	chr4:118972615-118993151:-	yes
22949	1.0727034991559976	up	chr17:57183134-57199286:-	yes
22969	-0.7767921646671122	down	chr11:68799199-68824788:-	yes
22972	1.323465171272855	up	chr17:29455822-29466358:+	yes
22995	-1.1672090587354842	down	chr18:78240353-78254134:-	yes
23017	inf	up	chr2:25322229-25325566:-	yes
23070	-1.1731662529367464	down	chr8:113835697-113862077:-	yes
23084	0.8131100014006298	up	chr3:96361880-96365806:+	yes
23105	0.945464665735259	up	chr18:67550371-67562402:+	yes
23132	3.762970172736245	up	chr7:52869277-52870860:-	yes
23140	2.4028190501817854	up	chr12:17291527-17336165:-	yes
23142	0.6903480720744414	up	chr6:113433291-113443332:+	yes
23147	1.0445525592746168	up	chr8:28196313-28233890:+	yes
23161	3.038512010506435	up	chr7:113043653-113102481:-	yes
23197	1.1187929911262455	up	chr3:127373317-127483445:-	yes
23199	5.233011476254926	up	chr8:123608286-123610851:+	yes
23201	-1.081539800708947	down	chr17:88374390-88390223:+	yes
23236	-1.204857899568206	down	chr2:104707962-104858061:+	yes
23243	-2.105205565413557	down	chr13:21871752-21872494:-	yes
23246	1.4467351296329782	up	chr17:29227924-29237667:+	yes
23274	-1.2161950273115203	down	chr10:20067625-20081475:+	yes
23349	-0.5854047139415913	down	chr7:137676037-137716632:-	yes
23387	-0.9002071096065688	down	chr2:118423947-118467328:+	yes
23390	4.382693037842973	up	chr18:37602171-37605863:+	yes
23413	0.6233924994858603	up	chr19:4878668-4885397:+	yes
23420	-1.2195469512392738	down	chr8:41509169-41595622:+	yes
23454	-1.051386119860765	down	chr12:70302766-70329177:-	yes
23468	1.1177643378843272	up	chr7:20341480-20356365:-	yes
23495	1.8393240163486841	up	chr10:76171537-76188913:-	yes
23499	2.016379179553608	up	chr13:83643033-83806684:+	yes
23533	-0.6551384981941989	down	chr17:35998263-36002347:+	yes
23535	-0.6298113947912916	down	chr12:114058448-114067600:-	yes
23547	-0.7516771160886186	down	chr9:47338256-47665720:+	yes
23551	-1.0867325355322477	down	chr2:25077680-25080222:-	yes
23606	-0.6098620758216772	down	chr15:84753831-84773385:+	yes
23608	-0.5878685091376514	down	chr13:24923548-24934022:+	yes
23617	1.0095915618768845	up	chr7:103319754-104059603:+	yes
23631	inf	up	chr2:180133084-180133187:+	yes
23639	1.9625434503570247	up	chr10:24357720-24431965:-	yes
23646	2.649980012180075	up	chr5:33556167-33560887:-	yes
23651	0.5897928050962759	up	chr5:32000057-32387335:+	yes
23659	2.2972068316653282	up	chr4:119939684-119959954:-	yes
23679	0.5875425694085131	up	chr16:21204828-21223378:+	yes
23684	1.4403047651623615	up	chr11:72973923-72986187:+	yes
23690	-1.4638110015423798	down	chr10:4540941-4547381:+	yes
23699	1.4284275874925334	up	chr11:46007357-46125852:-	yes
23746	1.1536502024007993	up	chr2:32988941-33227006:-	yes
23760	-0.7125913167722129	down	chr17:24351999-24357796:-	yes
23778	0.7932591980172535	up	chr1:20986377-21069310:-	yes
23780	1.0444791990808937	up	chrX:94529179-94572555:-	yes
23815	-0.9126568781190824	down	chr2:17946820-17959364:-	yes
23841	-1.5150415299291378	down	chr5:110715325-110766493:+	yes
23847	-1.4216877464961597	down	chrX:136014906-136089121:+	yes
23866	-0.600442092679398	down	chr14:52780094-52816914:-	yes
23889	0.7485839148714952	up	chr11:6367609-6369141:-	yes
23904	-0.8056501147973747	down	chr5:124454650-124482269:-	yes
23905	-0.7792856220289252	down	chr2:152163158-152169768:-	yes
23911	0.7447195374598188	up	chr6:149257936-149284180:+	yes
23932	0.9260390769336392	up	chr7:17578057-17582864:+	yes
23940	2.3745686590877417	up	chr5:88354604-88361690:+	yes
23952	-0.9934003222194788	down	chr2:113586321-113598803:-	yes
23955	0.6232231956369815	up	chrX:96331469-96344330:+	yes
23965	1.1057887444190897	up	chr7:52895347-52901891:+	yes
23968	0.6771816817831784	up	chr3:96381795-96398104:-	yes
23971	-0.6770108407530714	down	chr3:95538070-95543492:-	yes
23986	1.1447526626934792	up	chr9:21330620-21349777:+	yes
24032	-1.0170672956802749	down	chr13:74173943-74199733:-	yes
24045	-0.8911997705928555	down	chr11:69139760-69146544:+	yes
24052	0.7512634256999289	up	chr7:149194441-149246939:-	yes
24075	1.4058310809585646	up	chr4:153394697-153400261:-	yes
24077	0.84672695111636	up	chr15:97684856-97741061:-	yes
24127	-0.7856188231873771	down	chr14:34027212-34183122:+	yes
24154	-1.6600615196225412	down	chr12:31758833-31764802:+	yes
24190	-0.7010402856108036	down	chr4:148524100-148540880:-	yes
24196	0.8537364027892229	up	chr4:150228028-150243001:+	yes
24287	0.7621866302867095	up	chr2:20890681-20891624:+	yes
24289	0.8897777474285735	up	chr15:10994545-11276622:+	yes
24291	-0.6269857731999897	down	chr4:58978311-58999991:-	yes
24297	0.8868712617620285	up	chr17:36034540-36047020:-	yes
24298	-0.5867134735142789	down	chr18:38745922-38760922:-	yes
24299	1.110087517268901	up	chr4:64785208-65018543:+	yes
24313	4.289096717479037	up	chr7:116855695-116867364:-	yes
24318	0.9477104312417984	up	chr7:116667425-116760661:-	yes
24327	-0.8909361829524144	down	chr16:4544661-4559720:-	yes
24333	1.322089527626405	up	chr9:58135530-58161019:-	yes
24435	0.8191915784132331	up	chr9:107877836-107886391:+	yes
24462	-0.7010542027634626	down	chr18:65425183-65553542:-	yes
24466	-1.2275185147707253	down	chr14:118881914-119105441:-	yes
24485	-1.018705108916014	down	chr7:118615175-118923491:-	yes
24486	1.792946022799511	up	chr5:23889999-23897961:-	yes
24487	inf	up	chr7:52438994-52460262:-	yes
24489	0.6952624977215978	up	chr11:74739325-74977950:+	yes
24490	-0.6187596052297097	down	chr8:47118615-47237513:-	yes
24491	-0.9728233305734648	down	chr6:29269140-29286021:+	yes
24496	-1.7501930411596325	down	chr1:177810909-177841527:+	yes
24517	-0.6351957566782933	down	chr3:97364665-97414126:-	yes
24558	2.6304131535997555	up	chr16:93792395-93795133:-	yes
24567	0.7212789704727534	up	chr2:156601156-156607394:+	yes
24586	0.8682380358446281	up	chr2:167017305-167066104:-	yes
24603	-0.6487444274271036	down	chr7:123226376-123228133:-	yes
24610	0.7415224682847589	up	chr10:111708179-111903360:+	yes
24619	-1.1735010643604626	down	chr16:15623990-15637493:-	yes
24687	1.4780217385391925	up	chr3:59120657-59148178:-	yes
24704	-0.6028702760861052	down	chr17:33102759-33116178:+	yes
24710	-1.1898295508738037	down	chr3:67178019-67203925:+	yes
24716	-0.8067384742493112	down	chr3:79688455-79750202:+	yes
24719	-1.3609249404716082	down	chr3:79617070-79646584:-	yes
24726	-0.8547831608930565	down	chr3:116297926-116333902:+	yes
24736	0.9886014689165288	up	chr8:126028618-126039363:-	yes
24737	-0.6117635629432121	down	chr8:126364731-126384109:-	yes
24738	4.326422658708832	up	chr8:126415669-126418651:-	yes
24762	3.3472590404982294	up	chr1:74786073-74795795:-	yes
24769	1.8670536468782453	up	chr6:90436421-90550197:+	yes
24771	0.7948647195499136	up	chr6:88785909-88791929:-	yes
24781	-0.6181786082734871	down	chr8:81328764-81345039:-	yes
24811	-0.8840293351820292	down	chr11:97488707-97491030:-	yes
24832	1.277343860004268	up	chr6:41555481-41570508:+	yes
24833	1.360941206448503	up	chr6:41570620-41586404:-	yes
24837	-0.6136515849278724	down	chr17:26551910-26583283:+	yes
24846	1.0276325540419156	up	chr17:43705047-43749150:+	yes
24905	-0.6986420581516871	down	chr5:77342274-77380603:-	yes
24912	1.0845449501798003	up	chr3:121656147-121719595:+	yes
24914	0.9366446155761	up	chr4:62875038-62996025:+	yes
24926	-0.7249298295006695	down	chr2:129626253-129658023:+	yes
24965	0.6257161774286795	up	chr17:22498420-22514248:+	yes
24991	1.0692404923122287	up	chr2:168459938-168567909:-	yes
25011	-0.7307383975450971	down	chr19:11849609-11893893:-	yes
25026	1.4586023407298168	up	chr10:126938742-126945879:+	yes
25038	-1.1457695219106179	down	chr1:90123561-90158864:+	yes
25059	4.728216192942887	up	chr14:55560758-55585764:-	yes
25073	-0.6001224908968491	down	chr8:96702989-96704225:+	yes
25113	-1.949457557555456	down	chr2:119094937-119097008:-	yes
25146	5.287662355560474	up	chr14:103912558-104012563:+	yes
25149	-0.7853849626915382	down	chr14:104876751-104921883:-	yes
25169	2.0826494151801507	up	chr3:96449507-96468442:+	yes
25187	0.7194000720548661	up	chr5:139853696-139872369:+	yes
25193	-0.7811146931076813	down	chr12:17551679-17558308:+	yes
25224	1.8856176517013297	up	chr5:23825407-23857422:-	yes
25229	1.9821613125105295	up	chr4:140462259-140508501:+	yes
25245	-0.6700211756046023	down	chr18:11791785-11901716:+	yes
25277	1.1544887984585452	up	chr9:71352154-71440167:-	yes
25285	-0.7988802705845032	down	chrX:72341193-72355116:+	yes
25288	3.4160669170816247	up	chr18:20668805-20705360:+	yes
25305	-1.8430220287013082	down	chr6:31469488-31513981:-	yes
25312	1.5360860848154627	up	chr9:110020207-110022420:+	yes
25328	0.9574899277476888	up	chr11:53868430-53882516:-	yes
25338	inf	up	chr19:3965902-3970438:+	yes
25352	0.7809550604604691	up	chr4:63385637-63406147:-	yes
25367	1.0046435415971189	up	chr19:24047241-24105509:-	yes
25371	0.8915152954366985	up	chr18:75098976-75120917:-	yes
25378	-0.6577560184364745	down	chr11:50012868-50024329:-	yes
25427	1.2268949973214454	up	chr1:75475885-75503027:-	yes
25443	-1.4267297948682498	down	chr18:82644538-82755029:+	yes
25445	0.9963288954045818	up	chr1:66221847-66489157:+	yes
25453	-1.353516093044744	down	chr1:193361244-193399413:-	yes
25458	-2.8434363881321185	down	chr10:122701132-123178032:+	yes
25461	0.9699888447236924	up	chr11:29643048-29926033:-	yes
25471	-1.2929030047720744	down	chr2:151931252-151937112:+	yes
25476	-0.8760026002777099	down	chr12:77356219-77420807:+	yes
25557	0.7125724460517169	up	chr9:121669151-121680860:+	yes
25584	-2.8683731669662222	down	chr1:58714961-58752833:-	yes
25607	0.7208006637795867	up	chr10:81053649-81063818:-	yes
25616	-1.3607098104038942	down	chr13:93124738-93159008:+	yes
25619	-0.8736985348116874	down	chr7:109590209-109618285:+	yes
25648	-0.6122991423851589	down	chr17:35970871-35975251:-	yes
25671	-1.0260449390076078	down	chr2:38194801-38225253:+	yes
25672	0.8956678038805138	up	chr7:150190951-150205549:+	yes
25674	-1.3523272675339941	down	chr8:73929909-73933803:+	yes
25687	0.83623140202907	up	chr17:13135756-13153613:-	yes
25689	2.6870605294908523	up	chr5:113117896-113325382:-	yes
25724	-0.8166183371145058	down	chr2:148498337-148501763:+	yes
25730	-0.7083195035345264	down	chr4:151382912-151391789:+	yes
25732	-1.242495668260869	down	chr4:148501230-148511738:-	yes
25747	0.8249759100886417	up	chr7:29501823-29523163:+	yes
25753	2.2718413214918987	up	chr7:29788359-29910170:-	yes
25798	-0.975241407817887	down	chr3:98117093-98143913:-	yes
25805	0.9464153564061064	up	chr16:65815878-65863302:+	yes
25808	-0.6127688483758859	down	chr5:34496570-34512094:-	yes
25813	0.8043038639898603	up	chr13:96281687-96295195:-	yes
25835	-1.9065504492712664	down	chr1:152006173-152012078:-	yes
25857	0.6472469123020529	up	chr6:124989778-125001517:+	yes
25871	-1.2223864076530526	down	chr7:25155282-25170228:+	yes
25891	-0.9667840578824998	down	chr6:137425766-137603397:-	yes
25900	-0.6794056922530118	down	chrX:160707303-160810943:+	yes
25924	1.306597800125415	up	chr15:79440006-79489386:-	yes
25929	-0.8772288685105283	down	chrX:71638629-71699193:+	yes
25930	0.7238561463677486	up	chr15:98957009-99043637:+	yes
25939	1.6856567070253234	up	chr11:59120430-59147054:+	yes
25946	0.8609816233794673	up	chr9:92170440-92192573:+	yes
25949	0.7030922417554143	up	chr9:92352216-92388348:+	yes
25958	1.2649802945338564	up	chr7:6238181-6259485:+	yes
25975	1.6826324617258153	up	chr5:135724808-135727100:-	yes
25981	1.8692839857236212	up	chr9:56466282-56533060:-	yes
26047	-1.032257925520258	down	chr19:5940543-5964206:-	yes
26068	1.1679286217867757	up	chr3:122779437-122939067:-	yes
26086	-0.8327494421926199	down	chr2:32632901-32639948:-	yes
26093	0.7759935122172741	up	chr16:3847268-3858880:+	yes
26113	-1.1096177326543408	down	chr16:90719557-90727649:-	yes
26129	-0.9455164260063668	down	chr3:68808660-68838545:+	yes
26156	-1.2449367326767449	down	chr7:107994362-108011960:-	yes
26187	-1.013889323478958	down	chr10:43670113-43724652:-	yes
26263	1.683824289623346	up	chr11:83386421-83392138:-	yes
26287	0.8825652621190716	up	chr4:155213789-155218197:+	yes
26308	0.8649234548724001	up	chr4:136203454-136391903:-	yes
26351	1.953984813366647	up	chr11:11714104-11798047:-	yes
26352	-0.9672547558953112	down	chr10:109119716-109437275:-	yes
26354	-0.6403640629378814	down	chr10:110357232-110376678:+	yes
26355	-1.2682412764164142	down	chr10:110182495-110224440:+	yes
26383	-0.7851267905376987	down	chr10:22081700-22093945:+	yes
26407	-0.7060955514628321	down	chr3:137880787-137896346:+	yes
26462	-2.2477243695910056	down	chr16:43648974-43664297:-	yes
26498	-1.0764379646175366	down	chr6:66485384-66491027:+	yes
26503	-1.6530061252028465	down	chr15:11769651-11835429:-	yes
26507	-0.5926048133796368	down	chr6:120841948-120866871:-	yes
26518	-0.7234878494282766	down	chr3:107815173-107820891:-	yes
26529	-0.6650742753459743	down	chr4:145686275-145688945:+	yes
26532	1.7609093344001236	up	chr9:119392528-119488134:-	yes
26553	2.068229451037189	up	chr10:80695900-80714868:+	yes
26578	0.7898519343805933	up	chr11:75275217-75284401:+	yes
26601	0.6586607054101117	up	chr1:156975008-156993910:-	yes
26624	1.2986472375116933	up	chr19:44468941-44482199:-	yes
26628	0.6369526554805376	up	chr15:58720784-58733945:+	yes
26641	-1.569022504951759	down	chr14:54218583-54219085:+	yes
26655	0.8761137003302703	up	chr15:7079559-7147489:+	yes
26674	1.324636175686762	up	chr6:107479779-107520204:+	yes
26681	-1.0489258637507426	down	chr5:91786287-91831939:-	yes
26683	1.2364711578649228	up	chr1:136456748-136529454:+	yes
26687	-0.5971749931047001	down	chr17:35978460-35996615:+	yes
26698	0.7126623886095409	up	chr12:53800370-54252002:+	yes
26726	-0.6042466827625943	down	chr16:93683460-93691235:+	yes
26735	0.5883422398205339	up	chrX:53984964-54046523:+	yes
26773	1.2798929817745106	up	chr6:48791482-48795363:+	yes
26775	0.6488803124155925	up	chr6:17256335-17291452:+	yes
26782	1.8331947397583404	up	chr2:10016218-10053023:-	yes
26786	-0.6152405476369943	down	chr7:69493163-69494814:+	yes
26790	-0.958128813338446	down	chr14:70945430-70948739:+	yes
26792	-1.278266169122113	down	chr13:33341481-33352715:+	yes
26793	-2.346792563130018	down	chr1:109408000-109432055:+	yes
26798	-1.4160564719115256	down	chr1:109486583-109505486:+	yes
26819	1.0497023023132324	up	chr18:47395252-47528524:-	yes
26821	1.6040103477926475	up	chrX:9012378-9064897:-	yes
26828	5.509067941187984	up	chr7:88678194-88711830:-	yes
26850	2.9074584179685217	up	chr13:20885988-21116121:+	yes
26857	1.5837248262129453	up	chr11:101860966-101889775:-	yes
26892	-0.8596050570322558	down	chr6:86028078-86069549:+	yes
26908	-1.0838866742739717	down	chr17:25981716-25998446:-	yes
26921	-0.5991233938817575	down	chr10:35428497-35431697:-	yes
26972	1.0612859781933563	up	chr15:97923020-97962878:+	yes
26995	-1.563620406601698	down	chr9:119266499-119302438:+	yes
27028	1.2228466717741673	up	chr7:135206154-135271674:+	yes
27057	1.498872369868705	up	chr4:136445719-136448980:-	yes
27078	0.8087468371299269	up	chr6:13821526-13994373:+	yes
27085	1.7482946170237297	up	chr4:104702479-104782495:-	yes
27093	-2.0847651019466165	down	chr7:36119194-36177304:+	yes
27098	-0.7631572386274342	down	chr7:36177294-36181836:-	yes
27106	4.690363464339988	up	chr11:104411977-104457067:+	yes
27120	-0.6708518221245179	down	chr18:60633847-60661637:-	yes
27125	-1.077844370521813	down	chr9:65738044-65751073:+	yes
27135	0.5883686474381209	up	chr1:171879666-171899372:-	yes
27141	1.2124429405650852	up	chr2:21102358-21126992:-	yes
27156	0.5881602491758959	up	chr5:114894278-114910600:+	yes
27157	2.846869013972998	up	chr4:122910799-122927118:+	yes
27159	3.2295007861949734	up	chr4:140976694-140981226:+	yes
27167	4.422402095682728	up	chr12:81619458-81704883:+	yes
27168	0.8199892099552887	up	chr12:81891546-81981819:+	yes
27169	0.7791823210357951	up	chr7:148153120-148155724:+	yes
27175	1.750296711256321	up	chr7:148448605-148452380:-	yes
27189	inf	up	chr11:121021585-121023287:+	yes
27241	2.316907538371297	up	chr10:41258652-41429106:-	yes
27246	1.5468956225809605	up	chr4:10415103-10416509:-	yes
27291	1.4630869118480123	up	chr1:172981300-172995066:-	yes
27322	1.5997181758119607	up	chr4:48688028-48688392:+	yes
27326	0.6175244911655792	up	chr17:22983664-23004101:-	yes
27354	1.2398061908267881	up	chr7:3663011-3671993:-	yes
27385	4.961867615618739	up	chr11:67013554-67038078:+	yes
27388	-0.7160776648654219	down	chr2:35606761-35835433:-	yes
27398	-1.3249579358359986	down	chr2:64750533-64863044:-	yes
27400	-0.851455729116645	down	chr7:87070247-87080245:-	yes
27420	-1.1246513647168597	down	chr12:70286878-70299416:-	yes
27433	5.424351006771177	up	chr10:80657354-80673622:+	yes
27449	1.3411238218856985	up	chr15:3218547-3230508:+	yes
27459	-0.8616424248715232	down	chr7:109029839-109050359:+	yes
27493	0.6242142954429316	up	chr8:55635684-55673189:+	yes
27495	-0.9024196581516926	down	chr19:41920468-41922622:-	yes
27499	0.6505980652513486	up	chr13:54691568-54692519:+	yes
27537	-1.566117270345782	down	chr17:14332238-14340838:-	yes
27585	1.3049380481087445	up	chr1:78654400-78703562:+	yes
27625	3.605578771010783	up	chr2:155766759-155771103:-	yes
27627	-1.1687154456468687	down	chr6:125118027-125141613:-	yes
27644	0.9885714664824043	up	chr11:78136470-78141283:+	yes
27648	-0.6246908719384909	down	chr1:133807035-133832898:+	yes
27660	2.5142972246162434	up	chr17:7931434-8020167:-	yes
27680	3.7647467505272783	up	chrX:71019744-71024264:+	yes
27689	0.7211121864292962	up	chr15:102828688-102842312:+	yes
27703	1.7584316896345595	up	chr2:110201082-110203150:-	yes
27763	1.4009922711131304	up	chr7:29618813-29626722:+	yes
27801	1.5064687150530849	up	chr10:51200438-51206122:+	yes
27822	1.021448311941532	up	chr17:33692664-33744709:+	yes
27827	0.5904341205428487	up	chr17:34052844-34066235:+	yes
27845	-0.8161366101938164	down	chr5:77086708-77302579:+	yes
27872	-1.1522493883099356	down	chr1:130228168-130256233:-	yes
27890	4.035130290974689	up	chr7:89003887-89029320:+	yes
27894	-1.7004548939388349	down	chr14:47860619-47896532:-	yes
